,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,attrition_combined,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized
20036,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,225.0,0.89,4.0,4.0,8.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20037,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,158.0,0.4,3.0,3.0,8.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20038,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,211.0,0.75,4.0,3.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20039,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,175.0,0.94,4.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20040,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,224.0,0.91,4.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20041,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,190.0,0.65,3.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20042,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,240.0,0.63,5.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20043,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,225.0,0.68,5.0,3.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20044,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,192.0,0.95,5.0,3.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20045,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,262.0,0.48,5.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20046,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,250.0,0.97,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20047,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,155.0,0.46,3.0,2.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20048,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,238.0,0.64,4.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20049,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,249.0,0.75,4.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20050,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,272.0,0.65,3.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20051,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,162.0,0.67,4.0,3.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20052,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,254.0,0.78,4.0,2.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20053,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,184.0,0.66,4.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20054,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,269.0,0.89,4.0,4.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20055,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,201.0,0.73,3.0,4.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20056,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,247.0,0.73,4.0,3.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20057,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,221.0,0.67,6.0,2.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20058,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,247.0,0.64,5.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20059,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,135.0,0.61,4.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
20060,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,260.0,0.84,3.0,3.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20061,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,188.0,0.52,3.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20062,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,159.0,0.7,4.0,1.0,5.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20063,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,153.0,0.65,3.0,3.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20064,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,167.0,0.68,5.0,1.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20065,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,158.0,0.85,3.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20066,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,180.0,0.85,3.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20067,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,211.0,0.51,3.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20068,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,104.0,0.63,4.0,2.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20069,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,174.0,0.66,6.0,1.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20070,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,195.0,0.77,3.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20071,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,211.0,0.38,5.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20072,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,232.0,0.77,5.0,3.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20073,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,216.0,0.67,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20074,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,265.0,0.82,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20075,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,184.0,0.73,5.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20076,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,244.0,0.71,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20077,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.69,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20078,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,146.0,0.57,3.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20079,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.78,4.0,3.0,6.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20080,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,280.0,0.81,5.0,1.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20081,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,208.0,0.69,5.0,3.0,8.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20082,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,134.0,0.66,6.0,2.0,8.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20083,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,162.0,0.7,3.0,3.0,8.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20084,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,209.0,0.52,5.0,3.0,8.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20085,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,265.0,0.59,3.0,4.0,8.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0
20086,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,173.0,0.85,4.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20087,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,261.0,0.99,4.0,4.0,10.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20088,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,204.0,0.82,3.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0
20089,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,144.0,0.73,3.0,3.0,10.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20090,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,113.0,0.43,5.0,3.0,8.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20091,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,144.0,0.91,4.0,2.0,8.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20092,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,140.0,0.93,5.0,3.0,8.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20093,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,245.0,0.68,3.0,2.0,4.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20094,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,188.0,0.6,3.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0
20095,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,199.0,0.77,5.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20096,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,154.0,0.61,6.0,1.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20097,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,138.0,0.68,4.0,4.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20098,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,147.0,0.48,3.0,3.0,7.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20099,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,173.0,0.42,6.0,2.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20100,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,223.0,0.87,3.0,3.0,7.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20101,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,200.0,0.69,3.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20102,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,189.0,0.98,4.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20103,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,133.0,0.67,5.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20104,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,160.0,0.6,3.0,4.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20105,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,153.0,0.85,3.0,3.0,10.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20106,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,142.0,0.38,4.0,2.0,10.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20107,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,167.0,0.41,3.0,2.0,10.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20108,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,227.0,0.78,4.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20109,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,144.0,0.9,4.0,4.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20110,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,140.0,0.76,4.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20111,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,220.0,0.48,4.0,4.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20112,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,180.0,0.62,3.0,1.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20113,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,173.0,0.89,4.0,3.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20114,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,179.0,0.58,3.0,1.0,5.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0
20115,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,137.0,0.96,5.0,1.0,5.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20116,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,165.0,0.78,3.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20117,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,177.0,0.94,3.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0
20118,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,168.0,0.58,5.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20119,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,245.0,0.73,3.0,3.0,4.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20120,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,258.0,0.83,5.0,2.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20121,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,159.0,0.88,3.0,3.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20122,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,163.0,0.73,3.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20123,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,174.0,0.9,3.0,4.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20124,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,214.0,0.6,3.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20125,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,191.0,0.67,4.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20126,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,272.0,0.53,5.0,1.0,5.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20127,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,183.0,0.44,3.0,2.0,2.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0
20128,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,135.0,0.66,4.0,2.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0
20129,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,154.0,0.76,6.0,2.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20130,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.86,5.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20131,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,235.0,0.98,2.0,4.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20132,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,215.0,0.9,3.0,4.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20133,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,234.0,0.66,5.0,3.0,2.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20134,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,187.0,0.98,4.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0
20135,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,133.0,0.75,3.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20136,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,123.0,0.7,3.0,1.0,5.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20137,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,202.0,0.58,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20138,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,140.0,0.63,4.0,3.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20139,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,182.0,0.85,4.0,3.0,3.0,0,2,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20140,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,179.0,0.45,3.0,3.0,2.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20141,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,150.0,0.63,3.0,2.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20142,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,151.0,0.74,4.0,4.0,3.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20143,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,117.0,0.95,6.0,1.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20144,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,156.0,0.78,3.0,3.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20145,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,211.0,0.48,3.0,3.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
20146,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,286.0,0.63,6.0,1.0,7.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0
