,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized,actual,predicted
16158,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,229.0,0.8,4.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
10076,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,216.0,0.9,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
16287,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,163.0,0.7,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
1486,34.0,1.0,2.0,2.0,2.0,8.0,13.0,3.0,1.0,0.0,16.0,0.0,1.0,0.0,6.0,3.0,200.0,0.72,4.0,3.0,6.0,2,1.0,0.0,0.0,0.0,1.0,2.0,1,1,3.0,1,1
12166,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,221.0,0.86,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
13887,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,239.0,0.53,5.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
6407,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,287.0,0.91,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
85,56.0,7.0,4.0,1.0,3.0,4.0,11.0,3.0,1.0,0.0,37.0,3.0,2.0,0.0,4.0,2.0,200.0,0.72,4.0,4.0,6.0,2,1.0,1.0,0.0,0.0,0.0,3.0,2,1,3.0,0,0
17945,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,232.0,0.77,5.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
167,30.0,5.0,2.0,3.0,3.0,2.0,12.0,3.0,3.0,1.0,12.0,2.0,3.0,0.0,9.0,4.0,200.0,0.72,4.0,4.0,10.0,2,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0,0
15970,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.48,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
11766,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,203.0,0.56,5.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
14055,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,226.0,0.87,6.0,1.0,4.0,2,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
9977,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,155.0,0.85,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
6186,39.0,7.0,2.0,3.0,2.0,5.0,14.0,3.0,3.0,1.0,13.0,2.0,3.0,0.0,5.0,3.0,200.0,0.72,4.0,2.0,7.0,2,2.0,1.0,0.0,2.0,0.0,0.0,1,1,2.0,1,1
20714,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,308.0,0.91,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
3372,44.0,28.0,2.0,2.0,2.0,4.0,14.0,3.0,3.0,1.0,9.0,2.0,2.0,0.0,5.0,2.0,200.0,0.72,4.0,4.0,8.0,1,1.0,1.0,2.0,0.0,1.0,0.0,1,1,3.0,1,1
753,39.0,22.0,4.0,3.0,3.0,1.0,13.0,3.0,3.0,0.0,21.0,2.0,3.0,0.0,6.0,8.0,200.0,0.72,4.0,1.0,21.0,2,2.0,0.0,2.0,0.0,1.0,3.0,2,1,0.0,0,1
1418,38.0,6.0,1.0,2.0,2.0,2.0,11.0,3.0,4.0,1.0,10.0,1.0,3.0,0.0,3.0,7.0,200.0,0.72,4.0,3.0,8.0,2,2.0,1.0,0.0,1.0,0.0,3.0,2,0,2.0,0,0
11316,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,175.0,0.8,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
2254,33.0,4.0,3.0,2.0,1.0,0.0,23.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,2.0,1,1.0,1.0,2.0,0.0,1.0,2.0,2,1,1.0,1,1
4063,50.0,1.0,2.0,2.0,3.0,4.0,13.0,3.0,4.0,1.0,31.0,1.0,3.0,0.0,7.0,6.0,200.0,0.72,4.0,1.0,30.0,2,1.0,0.0,2.0,1.0,0.0,0.0,3,1,0.0,1,1
12385,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,221.0,0.92,5.0,4.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
10001,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,167.0,0.69,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
20829,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,246.0,0.92,4.0,4.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,0
11072,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,157.0,0.79,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
19604,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,271.0,0.91,5.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
8359,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,143.0,0.46,4.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
4244,41.0,3.0,2.0,2.0,1.0,5.0,13.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,0.0,0,0.0,1.0,2.0,0.0,0.0,2.0,2,1,2.0,1,1
15236,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.69,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
2438,50.0,3.0,3.0,2.0,2.0,2.0,15.0,3.0,1.0,0.0,7.0,3.0,2.0,0.0,1.0,6.0,200.0,0.72,4.0,2.0,6.0,1,1.0,1.0,2.0,1.0,1.0,0.0,2,1,3.0,1,1
8932,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,218.0,0.56,5.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
2069,30.0,10.0,1.0,1.0,2.0,4.0,13.0,3.0,1.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,2,1.0,1.0,0.0,1.0,1.0,1.0,2,1,2.0,1,1
15868,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,161.0,0.96,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
14993,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,248.0,0.93,4.0,3.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
5224,43.0,1.0,1.0,2.0,3.0,3.0,13.0,3.0,1.0,1.0,28.0,2.0,2.0,0.0,7.0,7.0,200.0,0.72,4.0,3.0,9.0,2,1.0,1.0,4.0,1.0,0.0,0.0,2,1,2.0,1,1
14759,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,187.0,0.84,5.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
18286,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,295.0,0.83,6.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,1
21197,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,206.0,0.7,5.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
1078,44.0,28.0,4.0,3.0,4.0,3.0,13.0,3.0,3.0,1.0,24.0,1.0,4.0,0.0,6.0,17.0,200.0,0.72,4.0,1.0,20.0,2,1.0,1.0,0.0,1.0,0.0,7.0,2,0,4.0,0,0
14458,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,222.0,0.86,5.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
2175,27.0,13.0,1.0,2.0,1.0,0.0,17.0,3.0,2.0,0.0,4.0,2.0,2.0,0.0,1.0,3.0,200.0,0.72,4.0,3.0,2.0,0,1.0,1.0,4.0,0.0,1.0,1.0,2,1,3.0,1,1
4125,29.0,3.0,4.0,2.0,1.0,1.0,14.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,6.0,6.0,200.0,0.72,4.0,4.0,0.0,1,1.0,1.0,0.0,1.0,0.0,2.0,2,1,0.0,1,0
624,53.0,7.0,1.0,2.0,3.0,7.0,18.0,3.0,4.0,1.0,35.0,3.0,3.0,0.0,2.0,4.0,200.0,0.72,4.0,4.0,5.0,2,1.0,0.0,3.0,1.0,1.0,0.0,1,1,3.0,0,1
5083,30.0,8.0,2.0,3.0,1.0,2.0,16.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,0.0,1,2.0,0.0,2.0,2.0,1.0,2.0,2,1,3.0,1,1
16656,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,134.0,0.55,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,0,0
21189,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,296.0,0.93,6.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
6253,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,281.0,0.8,7.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,1
4105,31.0,7.0,3.0,2.0,2.0,1.0,21.0,3.0,2.0,0.0,7.0,3.0,2.0,0.0,6.0,7.0,200.0,0.72,4.0,2.0,4.0,1,2.0,0.0,0.0,0.0,0.0,1.0,2,1,0.0,1,1
14878,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,193.0,0.89,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
3550,33.0,5.0,2.0,1.0,1.0,1.0,22.0,3.0,3.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,200.0,0.72,4.0,4.0,3.0,1,1.0,0.0,0.0,0.0,1.0,2.0,2,1,3.0,1,1
8455,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,192.0,0.75,6.0,3.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
14976,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,194.0,0.84,3.0,1.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,1
147,41.0,10.0,4.0,2.0,4.0,4.0,13.0,3.0,2.0,1.0,21.0,2.0,2.0,0.0,6.0,7.0,200.0,0.72,4.0,1.0,7.0,2,2.0,1.0,0.0,2.0,0.0,5.0,2,0,2.0,0,0
15196,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,273.0,0.53,2.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
8395,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,145.0,0.79,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
9614,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,264.0,0.91,2.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
16849,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,133.0,0.83,4.0,3.0,4.0,2,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
12033,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,231.0,0.8,4.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
1354,56.0,24.0,1.0,3.0,1.0,1.0,16.0,3.0,4.0,0.0,5.0,3.0,3.0,0.0,2.0,0.0,200.0,0.72,4.0,4.0,4.0,0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,1.0,1,1
14765,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,218.0,0.6,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,7,0,2.0,0,0
7806,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,310.0,0.48,5.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,9,0,2.0,1,0
17712,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,183.0,0.52,3.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14640,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,262.0,0.72,3.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
14303,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,177.0,0.77,2.0,4.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
14656,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.54,4.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
17344,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,250.0,0.85,3.0,3.0,6.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
9240,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,161.0,0.65,5.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
7974,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.54,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,1,0
18063,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,204.0,0.63,3.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
1083,40.0,9.0,4.0,3.0,1.0,3.0,14.0,3.0,2.0,0.0,15.0,3.0,1.0,0.0,4.0,0.0,200.0,0.72,4.0,1.0,5.0,0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,3.0,1,1
3604,22.0,13.0,1.0,2.0,1.0,1.0,16.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,0,1.0,0.0,3.0,1.0,0.0,1.0,1,1,3.0,1,1
18788,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,243.0,0.96,5.0,4.0,5.0,1,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
19397,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,186.0,0.52,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
21174,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,280.0,0.97,6.0,1.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,1,1
8544,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,176.0,0.5,5.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
991,32.0,2.0,3.0,3.0,2.0,0.0,13.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,3.0,1,1.0,1.0,3.0,1.0,1.0,0.0,1,1,3.0,0,1
2447,51.0,5.0,3.0,2.0,2.0,2.0,16.0,3.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0,1.0,200.0,0.72,4.0,2.0,5.0,2,1.0,1.0,2.0,1.0,0.0,0.0,2,1,3.0,1,1
1887,32.0,14.0,2.0,1.0,2.0,4.0,16.0,3.0,2.0,0.0,11.0,3.0,2.0,0.0,3.0,4.0,200.0,0.72,4.0,3.0,8.0,2,1.0,1.0,2.0,1.0,1.0,0.0,1,0,3.0,1,1
13241,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,209.0,0.68,5.0,2.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
9955,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,225.0,0.56,4.0,3.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
10156,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,150.0,0.92,4.0,3.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
6926,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,131.0,0.47,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,1,0
13372,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,191.0,0.71,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,0,0
12019,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,173.0,0.81,5.0,3.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,10,0,2.0,0,0
19254,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,247.0,0.81,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,0,2.0,0,0
905,29.0,1.0,4.0,2.0,4.0,3.0,14.0,3.0,2.0,2.0,9.0,2.0,2.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,7.0,2,1.0,0.0,0.0,2.0,0.0,7.0,2,1,0.0,0,0
16012,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,266.0,0.56,3.0,4.0,3.0,2,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,0,0
8585,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,160.0,0.51,3.0,3.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
6063,27.0,17.0,1.0,2.0,1.0,2.0,12.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,200.0,0.72,4.0,3.0,2.0,1,1.0,0.0,4.0,2.0,0.0,2.0,2,1,3.0,1,1
18958,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.5,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,8,0,2.0,1,0
5489,49.0,8.0,2.0,1.0,3.0,7.0,11.0,3.0,3.0,0.0,23.0,2.0,2.0,0.0,5.0,8.0,200.0,0.72,4.0,3.0,9.0,2,1.0,1.0,0.0,1.0,0.0,3.0,1,1,4.0,1,1
6188,39.0,24.0,2.0,3.0,2.0,5.0,18.0,3.0,3.0,1.0,12.0,2.0,3.0,0.0,6.0,2.0,200.0,0.72,4.0,2.0,7.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2.0,1,1
6951,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,153.0,0.54,5.0,2.0,4.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,1,0
11107,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,164.0,0.81,4.0,4.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
6252,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,127.0,0.46,2.0,2.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,1,0
15651,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,238.0,0.9,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
11119,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,210.0,0.86,3.0,4.0,3.0,0,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
17930,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,150.0,0.63,3.0,2.0,3.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
3102,28.0,15.0,1.0,3.0,2.0,8.0,12.0,3.0,2.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,200.0,0.72,4.0,3.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,1,1
15878,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,213.0,0.76,6.0,1.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
517,25.0,8.0,4.0,4.0,2.0,0.0,22.0,4.0,3.0,1.0,4.0,4.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,3.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1,1,2.0,0,0
4051,32.0,21.0,2.0,2.0,2.0,6.0,12.0,3.0,4.0,1.0,39.0,1.0,2.0,0.0,7.0,6.0,200.0,0.72,4.0,2.0,19.0,2,1.0,1.0,2.0,1.0,0.0,4.0,1,0,0.0,1,0
12179,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,106.0,0.9,4.0,1.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,1,0,2.0,0,0
11839,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,162.0,0.58,4.0,4.0,2.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
17339,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,211.0,0.9,4.0,4.0,8.0,1,1.0,1.0,2.0,1.0,0.0,2.0,4,0,2.0,0,0
17011,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,273.0,0.77,4.0,4.0,2.0,0,1.0,1.0,2.0,1.0,0.0,2.0,5,0,2.0,0,0
21062,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,228.0,0.97,4.0,3.0,5.0,0,1.0,1.0,2.0,1.0,0.0,2.0,3,0,2.0,1,0
10919,33.0,8.0,2.0,2.0,1.0,2.0,14.0,3.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,222.0,0.92,5.0,3.0,4.0,1,1.0,1.0,2.0,1.0,0.0,2.0,6,0,2.0,0,0
