Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,Yes,Travel_Rarely,605,Sales,24,1,Medical,1,1637,1,Male,45,1,2,Sales Executive,1,Married,6679,11555,6,Y,Yes,15,3,1,80,0,10,2,2,10,0,0,0
36,Yes,Travel_Rarely,1130,Research & Development,17,1,Life Sciences,1,1643,1,Male,43,1,2,Sales Executive,1,Single,7141,11572,3,Y,No,16,3,1,80,0,10,2,2,0,0,0,3
32,Yes,Travel_Rarely,1056,Sales,12,1,Life Sciences,1,1698,1,Male,46,1,2,Healthcare Representative,1,Married,7197,11795,6,Y,No,14,3,2,80,0,10,2,1,4,6,0,0
36,Yes,Travel_Rarely,1028,Sales,26,1,Medical,1,1180,1,Male,42,1,2,Sales Executive,1,Married,6788,11610,2,Y,No,13,3,1,80,0,10,2,3,7,7,0,1
35,Yes,Travel_Rarely,576,Sales,17,1,Life Sciences,1,1292,1,Male,62,1,2,Healthcare Representative,1,Single,7041,12106,2,Y,No,14,3,2,80,0,11,2,3,9,3,0,5
50,Yes,Travel_Frequently,464,Sales,13,3,Human Resources,1,1828,3,Female,52,2,1,Laboratory Technician,4,Single,2171,9886,1,Y,No,15,3,3,80,0,4,1,2,2,2,1,1
51,Yes,Travel_Frequently,605,Research & Development,20,2,Human Resources,1,1690,3,Female,89,2,1,Sales Representative,2,Single,2513,10133,4,Y,No,14,3,3,80,0,1,0,2,4,2,0,0
26,Yes,Travel_Frequently,579,Sales,20,2,Human Resources,1,1769,2,Female,84,2,1,Human Resources,4,Single,2122,9763,5,Y,No,13,3,2,80,0,5,0,2,3,1,1,1
27,Yes,Travel_Rarely,955,Sales,13,3,Life Sciences,1,1503,3,Female,49,2,1,Human Resources,3,Single,2209,9839,4,Y,No,12,3,2,80,0,2,1,2,4,1,1,0
46,Yes,Travel_Rarely,636,Research & Development,12,3,Other,1,1428,3,Male,59,2,1,Laboratory Technician,2,Divorced,2145,10041,2,Y,No,15,3,2,80,0,4,1,2,2,1,0,0
27,Yes,Travel_Rarely,832,Sales,18,3,Human Resources,1,1851,1,Female,60,2,1,Human Resources,4,Divorced,2188,10211,4,Y,Yes,13,3,2,80,0,5,1,2,4,1,0,1
24,Yes,Travel_Frequently,420,Research & Development,12,2,Other,1,1796,3,Female,56,2,1,Laboratory Technician,2,Divorced,2167,9930,5,Y,No,13,3,3,80,0,5,1,2,4,2,0,1
22,Yes,Travel_Frequently,889,Human Resources,13,3,Other,1,1777,3,Male,60,2,1,Human Resources,4,Single,2515,10025,3,Y,No,12,3,2,80,0,5,1,2,4,1,1,1
46,Yes,Travel_Frequently,752,Human Resources,18,3,Human Resources,1,1900,3,Female,58,2,1,Laboratory Technician,4,Divorced,2514,10151,4,Y,Yes,11,3,2,80,0,5,2,3,4,1,1,1
47,Yes,Travel_Rarely,992,Human Resources,8,2,Human Resources,1,1647,3,Male,75,2,1,Laboratory Technician,3,Divorced,2126,10242,3,Y,Yes,15,3,3,80,0,3,2,2,4,1,0,0
19,Yes,Travel_Rarely,602,Human Resources,18,3,Other,1,1837,3,Male,41,2,1,Human Resources,4,Single,2152,10196,3,Y,No,11,3,3,80,0,2,1,2,4,2,0,0
37,Yes,Travel_Rarely,880,Research & Development,14,3,Other,1,1136,3,Female,51,2,1,Human Resources,3,Divorced,2178,9879,3,Y,Yes,13,3,3,80,0,5,1,2,2,1,0,0
22,Yes,Travel_Frequently,775,Human Resources,17,3,Human Resources,1,1793,3,Female,40,2,1,Laboratory Technician,4,Divorced,2165,10211,4,Y,No,13,3,2,80,0,2,0,2,4,2,1,1
24,Yes,Travel_Frequently,447,Human Resources,8,2,Human Resources,1,1869,1,Male,77,2,1,Laboratory Technician,4,Single,2121,10121,3,Y,No,11,3,2,80,0,3,0,2,2,1,0,0
23,Yes,Travel_Frequently,951,Human Resources,17,3,Human Resources,1,1389,1,Male,38,2,1,Sales Representative,3,Divorced,2315,9770,2,Y,No,12,3,3,80,0,5,1,2,4,2,1,0
49,Yes,Travel_Frequently,483,Human Resources,21,3,Life Sciences,1,1613,1,Female,76,2,1,Human Resources,3,Single,2547,10126,5,Y,No,11,3,2,80,0,1,1,2,1,2,1,0
48,Yes,Travel_Frequently,1033,Research & Development,17,3,Human Resources,1,1621,1,Female,40,2,1,Sales Representative,3,Divorced,2140,10115,3,Y,Yes,12,3,2,80,0,3,0,2,4,2,1,1
31,Yes,Travel_Rarely,840,Human Resources,14,2,Other,1,1750,2,Male,76,2,1,Laboratory Technician,3,Single,2134,9808,2,Y,No,11,3,3,80,0,5,0,3,2,0,1,0
47,Yes,Travel_Rarely,766,Human Resources,22,3,Life Sciences,1,981,2,Male,72,2,1,Sales Representative,3,Single,2174,10090,2,Y,No,12,3,2,80,0,3,0,2,1,0,1,1
46,Yes,Travel_Rarely,473,Human Resources,17,2,Human Resources,1,1135,3,Female,90,2,1,Laboratory Technician,4,Divorced,2149,9759,2,Y,No,11,3,3,80,0,5,2,2,1,1,1,0
32,Yes,Travel_Rarely,451,Research & Development,15,2,Marketing,1,1830,2,Female,61,1,1,Research Scientist,1,Married,2714,14718,1,Y,Yes,21,3,2,80,0,1,3,3,1,2,2,1
33,Yes,Travel_Rarely,433,Research & Development,23,3,Marketing,1,1760,2,Female,76,1,1,Research Scientist,3,Single,2388,14500,1,Y,Yes,19,3,2,80,0,1,3,2,2,2,1,0
29,Yes,Travel_Rarely,431,Research & Development,23,3,Marketing,1,1773,2,Female,71,1,1,Sales Representative,1,Single,2448,14647,1,Y,Yes,18,3,2,80,0,3,2,3,1,1,2,1
29,Yes,Travel_Frequently,768,Research & Development,11,2,Technical Degree,1,1787,3,Female,63,1,1,Sales Representative,2,Single,2727,14691,1,Y,No,19,3,2,80,0,1,3,3,4,1,2,0
32,Yes,Non-Travel,462,Research & Development,10,2,Life Sciences,1,1798,2,Male,56,1,1,Research Scientist,3,Single,2572,14530,1,Y,Yes,22,3,2,80,0,1,3,3,1,1,1,0
29,Yes,Non-Travel,651,Research & Development,13,2,Marketing,1,1851,3,Female,55,1,1,Sales Representative,1,Single,2750,14475,1,Y,Yes,18,3,2,80,0,3,3,2,4,1,1,1
29,Yes,Travel_Rarely,458,Research & Development,13,3,Life Sciences,1,1798,3,Female,58,1,1,Research Scientist,3,Single,2694,14743,1,Y,No,18,3,2,80,0,2,2,3,2,2,1,1
29,Yes,Travel_Rarely,705,Sales,11,2,Life Sciences,1,1781,3,Male,55,1,1,Sales Representative,1,Single,2386,14535,1,Y,No,19,3,2,80,0,3,3,3,4,1,2,1
32,Yes,Travel_Rarely,574,Sales,13,2,Marketing,1,1898,2,Female,57,1,1,Research Scientist,1,Single,2387,14495,1,Y,Yes,13,3,2,80,0,3,3,2,2,1,2,1
32,Yes,Non-Travel,804,Sales,9,3,Marketing,1,1766,2,Male,61,1,1,Research Scientist,2,Single,2467,14466,1,Y,Yes,21,3,2,80,0,1,2,2,4,1,1,0
29,Yes,Travel_Frequently,430,Sales,21,2,Life Sciences,1,1838,3,Male,69,1,1,Sales Representative,1,Married,2610,14480,1,Y,No,17,3,2,80,0,1,3,3,4,2,1,0
30,Yes,Travel_Frequently,697,Research & Development,16,2,Life Sciences,1,1841,3,Female,62,1,1,Sales Representative,2,Single,2749,14714,1,Y,Yes,17,3,2,80,0,1,2,3,1,1,1,0
29,Yes,Travel_Rarely,596,Sales,20,2,Marketing,1,1796,3,Female,70,1,1,Research Scientist,1,Single,2681,14476,1,Y,Yes,18,3,2,80,0,1,2,3,2,2,2,1
29,Yes,Travel_Rarely,454,Sales,9,3,Marketing,1,1868,3,Male,63,1,1,Research Scientist,1,Married,2444,14504,1,Y,No,17,3,2,80,0,1,3,3,1,1,1,0
29,Yes,Travel_Rarely,764,Sales,20,2,Marketing,1,1804,3,Male,71,1,1,Research Scientist,2,Single,2609,14617,1,Y,Yes,19,3,2,80,0,4,2,2,4,2,2,0
32,Yes,Travel_Rarely,448,Sales,14,2,Technical Degree,1,1771,3,Female,62,1,1,Sales Representative,2,Single,2351,14503,1,Y,Yes,13,3,2,80,0,1,3,2,1,2,2,0
32,Yes,Travel_Rarely,843,Research & Development,20,2,Marketing,1,1770,3,Female,70,1,1,Research Scientist,2,Single,2542,14506,1,Y,Yes,16,3,2,80,0,1,2,2,3,2,2,1
29,Yes,Travel_Frequently,658,Sales,16,3,Life Sciences,1,1755,2,Male,63,1,1,Research Scientist,2,Single,2513,14673,1,Y,No,16,3,2,80,0,1,3,2,1,0,2,0
32,Yes,Non-Travel,588,Sales,15,2,Technical Degree,1,1864,2,Male,59,1,1,Research Scientist,2,Married,2731,14514,1,Y,No,21,3,2,80,0,1,3,3,1,0,2,1
32,Yes,Travel_Frequently,449,Sales,13,3,Marketing,1,1842,2,Female,78,1,1,Research Scientist,1,Single,2596,14621,1,Y,No,16,3,2,80,0,2,2,3,1,1,2,0
34,Yes,Travel_Rarely,248,Research & Development,18,2,Life Sciences,1,1421,1,Female,70,3,3,Sales Executive,1,Single,8614,10629,0,Y,Yes,21,4,2,80,0,11,2,2,5,5,0,2
34,Yes,Travel_Rarely,221,Sales,20,3,Life Sciences,1,1762,2,Female,83,3,3,Healthcare Representative,1,Married,9398,10275,2,Y,Yes,21,4,1,80,0,12,2,2,0,3,0,6
37,Yes,Travel_Rarely,216,Research & Development,20,3,Life Sciences,1,1663,2,Female,81,3,3,Sales Executive,1,Married,8915,10200,2,Y,Yes,21,4,3,80,0,10,2,2,0,2,3,2
35,Yes,Travel_Rarely,839,Research & Development,12,2,Technical Degree,1,1777,2,Female,69,3,2,Sales Executive,1,Married,8637,10467,1,Y,Yes,21,4,3,80,0,12,2,2,6,0,2,6
34,Yes,Travel_Rarely,274,Sales,12,2,Medical,1,1783,1,Female,72,3,3,Sales Executive,1,Single,8775,10232,0,Y,Yes,21,4,3,80,0,11,2,2,5,3,0,4
35,Yes,Travel_Rarely,622,Research & Development,8,2,Life Sciences,1,1328,3,Female,72,3,3,Sales Executive,1,Single,8585,10310,2,Y,No,21,4,3,80,0,10,2,2,6,1,0,2
39,Yes,Travel_Rarely,260,Sales,17,3,Medical,1,1556,3,Female,71,3,3,Sales Executive,1,Single,8638,10783,2,Y,Yes,21,4,2,80,0,10,2,2,1,6,2,2
42,Yes,Travel_Rarely,721,Sales,11,2,Medical,1,1631,3,Male,72,3,2,Sales Executive,1,Married,9404,10225,0,Y,Yes,21,4,3,80,0,9,2,2,6,1,2,1
34,Yes,Travel_Rarely,480,Sales,8,2,Life Sciences,1,1128,2,Female,71,3,3,Sales Executive,1,Single,9401,10282,1,Y,No,20,4,3,80,0,9,2,3,1,0,0,0
34,Yes,Travel_Rarely,903,Sales,16,3,Life Sciences,1,1765,2,Male,77,3,2,Sales Executive,1,Single,8893,10324,3,Y,No,21,4,2,80,0,12,2,2,7,2,2,3
45,Yes,Travel_Rarely,215,Sales,20,2,Medical,1,1385,2,Male,67,3,2,Sales Executive,1,Single,8732,10303,3,Y,Yes,20,4,1,80,0,12,2,2,7,2,2,5
33,Yes,Travel_Rarely,707,Sales,18,2,Medical,1,1806,2,Female,69,3,2,Sales Executive,1,Single,8575,10606,0,Y,No,20,4,1,80,0,11,2,2,4,2,1,4
41,Yes,Travel_Rarely,521,Sales,19,2,Life Sciences,1,1565,3,Female,66,3,2,Sales Executive,1,Single,8652,10310,1,Y,Yes,21,4,3,80,0,12,2,2,0,4,0,0
38,Yes,Travel_Rarely,253,Sales,15,3,Life Sciences,1,1255,3,Female,78,3,2,Sales Executive,1,Single,8920,10269,3,Y,Yes,20,4,3,80,0,11,2,2,4,3,0,3
40,Yes,Travel_Rarely,831,Sales,19,2,Life Sciences,1,1786,2,Female,66,3,3,Healthcare Representative,1,Single,8902,10109,3,Y,Yes,21,4,1,80,0,9,2,2,7,4,1,6
34,Yes,Travel_Rarely,243,Sales,6,2,Technical Degree,1,1768,3,Female,77,3,2,Sales Executive,1,Married,9482,10271,1,Y,Yes,20,4,3,80,0,12,2,2,8,0,0,6
34,Yes,Travel_Rarely,977,Sales,19,2,Life Sciences,1,1768,2,Female,67,3,3,Healthcare Representative,1,Single,8809,10266,3,Y,No,20,4,3,80,0,12,2,2,3,4,3,2
33,Yes,Travel_Rarely,635,Sales,18,3,Medical,1,1741,2,Male,78,3,3,Sales Executive,1,Married,8842,10360,0,Y,Yes,20,4,2,80,0,11,2,3,3,5,3,5
34,Yes,Travel_Rarely,506,Sales,4,2,Technical Degree,1,1819,1,Male,76,3,2,Healthcare Representative,1,Single,8596,10255,3,Y,Yes,21,4,3,80,0,11,2,2,6,6,3,1
34,Yes,Travel_Rarely,245,Sales,8,3,Life Sciences,1,1806,1,Female,83,3,2,Sales Executive,1,Single,8748,10104,3,Y,Yes,20,4,2,80,0,10,2,2,7,3,2,3
38,Yes,Travel_Rarely,721,Sales,13,4,Marketing,1,1534,1,Male,73,3,3,Sales Executive,2,Single,8169,18559,2,Y,Yes,12,3,1,80,1,9,2,3,3,3,0,0
38,Yes,Travel_Rarely,1070,Sales,9,4,Marketing,1,1717,1,Male,60,2,3,Sales Executive,1,Single,8926,17659,1,Y,Yes,12,3,2,80,2,6,2,3,1,2,0,2
31,Yes,Travel_Rarely,1026,Sales,9,4,Marketing,1,1697,2,Male,62,3,3,Sales Executive,2,Single,8222,18912,1,Y,Yes,12,3,1,80,1,9,2,3,1,0,0,1
31,Yes,Travel_Rarely,585,Sales,18,4,Marketing,1,1574,1,Male,73,2,2,Sales Executive,2,Single,8228,18693,2,Y,No,15,3,1,80,0,6,2,3,4,0,0,0
36,Yes,Travel_Rarely,1028,Sales,18,4,Marketing,1,1516,1,Female,71,2,3,Sales Executive,1,Married,8197,17969,2,Y,Yes,12,3,1,80,1,8,2,3,3,0,0,0
31,Yes,Travel_Rarely,755,Sales,21,4,Marketing,1,1471,3,Male,71,3,3,Sales Executive,2,Married,8180,17399,1,Y,Yes,12,3,1,80,0,9,2,3,4,0,0,0
31,Yes,Travel_Rarely,606,Sales,13,4,Marketing,1,1625,1,Male,72,3,3,Sales Executive,1,Married,8173,18433,1,Y,No,12,3,1,80,0,9,2,3,1,3,0,0
32,Yes,Travel_Rarely,677,Sales,19,4,Marketing,1,1675,1,Male,71,3,2,Sales Executive,2,Single,8931,18020,2,Y,No,15,3,1,80,1,9,2,3,4,0,0,0
36,Yes,Travel_Rarely,867,Sales,21,4,Marketing,1,1337,1,Male,71,3,3,Sales Executive,2,Married,8928,17602,2,Y,Yes,13,3,1,80,2,9,2,3,1,0,0,0
37,Yes,Travel_Rarely,534,Sales,15,4,Marketing,1,1684,1,Male,66,3,2,Sales Executive,2,Married,8218,17298,0,Y,Yes,12,3,1,80,1,7,2,3,4,0,0,1
32,Yes,Travel_Rarely,1075,Sales,10,4,Marketing,1,1510,1,Male,75,2,2,Sales Executive,2,Single,8190,17449,0,Y,No,14,3,2,80,2,7,2,3,4,1,0,2
33,Yes,Travel_Rarely,689,Sales,12,4,Marketing,1,1292,1,Male,73,3,2,Sales Executive,2,Married,8163,18578,2,Y,Yes,12,3,2,80,1,9,2,3,3,0,0,0
32,Yes,Travel_Rarely,835,Sales,10,4,Marketing,1,1631,1,Male,76,2,2,Sales Executive,2,Married,8176,17401,2,Y,Yes,12,3,1,80,2,7,2,3,1,2,0,0
31,Yes,Travel_Rarely,677,Sales,16,4,Marketing,1,1422,3,Female,65,2,2,Sales Executive,2,Single,8222,17702,0,Y,No,14,3,1,80,0,8,2,3,3,0,0,1
32,Yes,Travel_Rarely,591,Sales,10,4,Marketing,1,1486,2,Female,76,3,3,Sales Executive,2,Married,8471,18872,0,Y,Yes,15,3,2,80,1,9,2,3,4,2,0,2
37,Yes,Travel_Rarely,771,Sales,23,4,Marketing,1,1658,3,Male,65,3,2,Sales Executive,2,Single,9002,17684,2,Y,Yes,12,3,1,80,0,6,2,3,4,0,0,0
37,Yes,Travel_Rarely,477,Sales,10,4,Marketing,1,1664,2,Male,76,3,3,Sales Executive,2,Married,8203,17721,0,Y,Yes,12,3,1,80,2,7,2,3,2,2,0,1
31,Yes,Travel_Rarely,745,Sales,12,4,Marketing,1,1750,2,Male,65,3,3,Sales Executive,2,Single,8209,18781,2,Y,No,14,3,1,80,2,9,2,3,2,1,0,0
37,Yes,Travel_Rarely,847,Sales,24,4,Marketing,1,1173,1,Male,67,3,2,Sales Executive,2,Single,8166,17805,0,Y,No,16,3,1,80,2,8,2,3,3,1,0,0
36,Yes,Travel_Rarely,746,Sales,21,4,Marketing,1,1292,1,Male,59,3,2,Sales Executive,2,Married,8193,18911,0,Y,No,14,3,1,80,1,9,2,3,4,0,0,1
34,Yes,Travel_Frequently,1172,Research & Development,13,2,Technical Degree,1,1854,3,Male,56,2,1,Research Scientist,3,Single,2431,15882,3,Y,Yes,14,3,3,80,0,4,4,3,1,0,0,1
33,Yes,Travel_Frequently,800,Research & Development,8,2,Technical Degree,1,1768,3,Male,44,3,1,Laboratory Technician,1,Married,2432,15382,6,Y,Yes,14,3,2,80,0,1,4,3,1,0,0,0
35,Yes,Travel_Frequently,860,Research & Development,8,2,Technical Degree,1,1791,2,Male,43,2,1,Research Scientist,3,Married,2399,15646,8,Y,Yes,14,3,3,80,0,6,3,3,1,0,0,0
39,Yes,Travel_Rarely,447,Research & Development,13,2,Life Sciences,1,1771,3,Male,61,3,1,Research Scientist,2,Married,2436,15793,6,Y,Yes,16,3,3,80,0,2,5,3,3,0,0,2
35,Yes,Travel_Frequently,770,Research & Development,13,1,Medical,1,1773,3,Female,47,2,1,Research Scientist,1,Married,2414,15429,4,Y,Yes,14,3,3,80,0,4,4,3,1,0,0,1
38,Yes,Travel_Frequently,571,Research & Development,9,1,Technical Degree,1,1879,1,Male,45,2,1,Research Scientist,3,Married,2436,15343,6,Y,Yes,14,3,3,80,0,6,4,3,3,0,0,0
32,Yes,Travel_Frequently,1290,Research & Development,14,2,Medical,1,1819,3,Male,51,2,1,Research Scientist,1,Married,2429,15966,7,Y,Yes,14,3,3,80,0,6,2,3,1,0,0,1
27,Yes,Travel_Frequently,514,Research & Development,12,2,Medical,1,1800,3,Female,45,2,1,Research Scientist,3,Married,2432,15437,5,Y,Yes,16,3,3,80,0,7,4,3,3,0,0,0
36,Yes,Travel_Frequently,652,Research & Development,9,1,Technical Degree,1,1931,3,Male,49,2,1,Research Scientist,3,Married,2432,15373,7,Y,Yes,16,3,3,80,0,7,5,3,1,0,0,0
35,Yes,Travel_Frequently,410,Research & Development,16,2,Technical Degree,1,1769,3,Female,40,2,1,Research Scientist,2,Married,2401,15327,4,Y,Yes,14,3,3,80,0,3,2,3,3,0,0,0
22,Yes,Travel_Rarely,804,Research & Development,9,1,Medical,1,1864,3,Female,72,3,1,Research Scientist,3,Single,2418,15350,4,Y,Yes,16,3,2,80,0,2,5,3,3,0,0,0
39,Yes,Travel_Rarely,522,Research & Development,12,2,Medical,1,1779,3,Male,59,2,1,Research Scientist,2,Married,2435,15869,5,Y,Yes,15,3,2,80,0,5,2,3,1,0,0,1
28,Yes,Travel_Frequently,629,Research & Development,10,1,Technical Degree,1,1817,3,Male,74,3,1,Research Scientist,3,Married,2427,15343,7,Y,Yes,14,3,3,80,0,2,3,3,1,0,0,0
33,Yes,Travel_Frequently,1217,Research & Development,16,2,Technical Degree,1,1898,1,Female,41,2,1,Research Scientist,3,Single,2398,15389,4,Y,Yes,16,3,3,80,0,3,4,3,1,0,0,0
30,Yes,Travel_Frequently,451,Research & Development,10,2,Technical Degree,1,1774,1,Female,76,2,1,Laboratory Technician,2,Married,2435,15567,4,Y,Yes,16,3,2,80,0,7,2,3,3,0,0,0
34,Yes,Travel_Frequently,1121,Research & Development,7,1,Life Sciences,1,1769,1,Male,40,2,1,Research Scientist,2,Married,2432,15386,8,Y,Yes,15,3,3,80,0,1,4,3,1,0,0,2
35,Yes,Travel_Frequently,367,Research & Development,10,1,Technical Degree,1,1769,1,Male,73,2,1,Laboratory Technician,2,Married,2410,15392,4,Y,Yes,15,3,3,80,0,3,3,3,2,0,0,0
42,Yes,Travel_Rarely,563,Research & Development,12,2,Medical,1,1771,2,Female,41,2,1,Research Scientist,2,Married,2407,15734,4,Y,Yes,16,3,3,80,0,5,4,3,1,0,0,2
35,Yes,Travel_Frequently,637,Research & Development,5,2,Life Sciences,1,1782,2,Female,40,2,1,Laboratory Technician,2,Single,2433,15404,2,Y,Yes,16,3,3,80,0,3,4,3,1,0,0,0
36,Yes,Travel_Rarely,1146,Research & Development,9,2,Technical Degree,1,1779,3,Male,45,2,1,Research Scientist,3,Married,2417,15573,3,Y,Yes,16,3,3,80,0,6,2,3,1,0,0,0
48,Yes,Travel_Rarely,300,Research & Development,4,1,Marketing,1,1908,2,Male,34,2,1,Laboratory Technician,2,Married,2662,5131,6,Y,No,11,3,2,80,0,2,2,2,0,7,1,3
49,Yes,Travel_Rarely,336,Research & Development,2,1,Marketing,1,1760,2,Male,62,3,1,Laboratory Technician,1,Single,2400,3882,3,Y,No,11,3,3,80,0,7,2,2,1,4,0,0
23,Yes,Travel_Rarely,331,Research & Development,2,1,Marketing,1,1816,2,Male,55,2,1,Sales Representative,2,Single,2564,4681,1,Y,No,11,3,2,80,0,7,3,2,0,0,7,0
22,Yes,Travel_Frequently,319,Research & Development,7,1,Technical Degree,1,1694,2,Male,34,3,1,Sales Representative,1,Single,2654,4961,3,Y,No,11,3,2,80,0,6,2,1,8,0,6,7
43,Yes,Travel_Rarely,335,Research & Development,7,1,Medical,1,1668,2,Male,32,3,1,Laboratory Technician,1,Single,2609,4040,6,Y,No,11,3,2,80,0,3,2,1,0,0,0,4
22,Yes,Travel_Rarely,325,Research & Development,7,1,Marketing,1,1944,3,Male,32,2,1,Sales Representative,2,Single,2671,3749,3,Y,No,11,3,2,80,0,5,2,2,8,0,0,0
24,Yes,Travel_Rarely,289,Research & Development,5,1,Medical,1,1857,2,Male,33,2,1,Laboratory Technician,1,Single,2654,5293,1,Y,No,11,3,2,80,0,2,3,1,2,8,0,3
26,Yes,Travel_Rarely,323,Sales,7,1,Medical,1,1828,2,Male,32,2,1,Sales Representative,2,Single,2398,4066,4,Y,No,11,3,2,80,0,9,2,1,7,0,5,0
43,Yes,Travel_Rarely,329,Sales,7,1,Marketing,1,2021,2,Male,32,2,1,Laboratory Technician,2,Single,2399,3853,2,Y,No,12,3,2,80,0,8,2,2,3,0,2,0
44,Yes,Travel_Rarely,318,Sales,6,1,Marketing,1,1745,2,Male,42,2,1,Laboratory Technician,1,Single,2571,3698,4,Y,No,11,3,2,80,0,4,3,2,9,0,0,0
27,Yes,Travel_Frequently,336,Sales,2,1,Medical,1,1922,2,Male,36,3,1,Sales Representative,2,Married,2623,3775,4,Y,No,12,3,3,80,0,5,2,1,9,2,0,0
30,Yes,Travel_Frequently,323,Research & Development,4,1,Medical,1,1566,2,Male,34,2,1,Sales Representative,1,Single,2675,5107,4,Y,No,12,3,3,80,0,2,3,1,0,0,0,5
25,Yes,Travel_Rarely,328,Sales,3,1,Marketing,1,1853,2,Male,37,3,1,Laboratory Technician,2,Single,2650,3750,2,Y,No,11,3,2,80,0,5,3,1,1,6,2,0
24,Yes,Travel_Rarely,296,Sales,7,1,Marketing,1,1972,3,Male,45,3,1,Laboratory Technician,2,Married,2562,3904,4,Y,No,12,3,2,80,0,4,2,1,0,0,0,0
25,Yes,Travel_Rarely,320,Sales,3,1,Marketing,1,1654,3,Male,37,2,1,Laboratory Technician,1,Single,2565,4500,4,Y,No,11,3,3,80,0,12,3,2,9,5,4,0
47,Yes,Travel_Rarely,306,Sales,7,1,Technical Degree,1,1733,3,Male,44,2,1,Sales Representative,1,Single,2372,3895,1,Y,No,12,3,2,80,0,6,2,2,0,0,2,7
45,Yes,Travel_Rarely,316,Research & Development,3,1,Marketing,1,1735,3,Male,37,2,1,Laboratory Technician,1,Single,2599,3914,4,Y,No,12,3,2,80,0,5,3,2,4,6,7,0
23,Yes,Travel_Frequently,325,Sales,4,1,Medical,1,1786,2,Male,45,2,1,Laboratory Technician,1,Single,2588,4848,6,Y,No,12,3,2,80,0,2,2,2,0,0,8,5
44,Yes,Travel_Rarely,328,Sales,7,1,Technical Degree,1,1511,2,Male,40,2,1,Laboratory Technician,1,Married,2668,3957,5,Y,No,11,3,2,80,0,4,2,2,0,0,7,0
42,Yes,Travel_Frequently,303,Sales,7,1,Marketing,1,1565,2,Male,63,2,1,Laboratory Technician,2,Single,2618,4520,4,Y,No,12,3,2,80,0,3,3,1,0,0,6,0
26,Yes,Travel_Rarely,928,Research & Development,11,1,Medical,1,1631,3,Female,60,2,1,Sales Representative,2,Married,2403,15703,2,Y,No,15,3,3,80,0,2,5,3,1,1,0,0
26,Yes,Travel_Rarely,1296,Sales,16,1,Medical,1,1781,3,Female,88,3,1,Research Scientist,2,Married,2817,15807,3,Y,No,15,3,3,80,0,5,5,3,1,1,0,0
29,Yes,Travel_Rarely,1240,Research & Development,16,2,Medical,1,1740,2,Female,86,2,1,Laboratory Technician,2,Married,2435,15939,1,Y,No,15,3,3,80,0,2,5,3,1,0,0,0
25,Yes,Travel_Frequently,1421,Research & Development,5,1,Technical Degree,1,1778,3,Female,55,3,1,Laboratory Technician,1,Married,2434,15792,1,Y,Yes,16,3,3,80,0,4,4,3,2,0,0,1
25,Yes,Travel_Frequently,1306,Sales,6,2,Technical Degree,1,1776,3,Male,69,3,1,Sales Representative,2,Married,2420,15851,2,Y,No,15,3,3,80,0,2,5,3,1,0,0,1
26,Yes,Travel_Frequently,1377,Research & Development,3,2,Medical,1,1588,1,Female,71,2,1,Laboratory Technician,1,Married,2408,15770,3,Y,Yes,15,3,3,80,0,2,5,3,2,0,0,0
32,Yes,Travel_Rarely,810,Sales,10,1,Technical Degree,1,1692,3,Female,65,2,1,Sales Representative,2,Married,2405,15619,2,Y,Yes,15,3,3,80,0,1,4,3,1,1,0,0
37,Yes,Travel_Rarely,1397,Research & Development,5,1,Technical Degree,1,1725,3,Male,71,2,1,Laboratory Technician,1,Married,2819,15858,2,Y,Yes,16,3,3,80,0,3,5,3,2,0,0,0
25,Yes,Travel_Rarely,1348,Research & Development,3,2,Medical,1,1498,3,Female,67,2,1,Sales Representative,1,Married,2818,15799,1,Y,Yes,16,3,3,80,0,3,4,3,1,0,0,0
26,Yes,Travel_Frequently,1434,Research & Development,8,2,Medical,1,1780,3,Male,82,2,1,Sales Representative,1,Married,2433,15756,5,Y,Yes,15,3,3,80,0,3,3,3,2,0,0,0
42,Yes,Travel_Frequently,1294,Research & Development,15,2,Technical Degree,1,1614,3,Male,44,3,1,Laboratory Technician,2,Married,2416,15777,5,Y,Yes,16,3,3,80,0,4,4,3,2,0,0,0
23,Yes,Travel_Frequently,1394,Sales,12,1,Technical Degree,1,1770,3,Female,57,2,1,Laboratory Technician,1,Married,2399,15716,2,Y,Yes,16,3,3,80,0,1,4,3,1,0,0,1
36,Yes,Travel_Rarely,1357,Research & Development,14,2,Medical,1,1696,3,Female,42,3,1,Sales Representative,1,Married,2407,15770,1,Y,No,15,3,3,80,0,4,5,3,1,1,0,0
31,Yes,Travel_Rarely,883,Research & Development,7,1,Medical,1,1556,1,Male,83,3,1,Sales Representative,1,Married,2436,15813,5,Y,Yes,16,3,3,80,0,3,5,3,1,0,0,0
